800,0,0,0,0.308,0.33,0.352,0.374,0.396,0.418,0.44,0.462,0.484,0.506,0.528,0.55,0.572,0.594,0.616,0.638,0.66,0.682,0.704,0.726,0.748,0.77,0.792,0.814,0.836,0.858,0.88,0.902,0.924,0.946,0.968,0.99,1.012,1.034,1.056,1.078,1.1,1.122,1.144,1.166,1.188,1.21,1.232,1.254,1.276,1.298,1.32,1.342,1.364,1.386,1.408,1.43,1.452,1.474,1.496,1.518,1.54,1.562,1.584,1.606,1.628,1.65,1.672,1.694,1.716,1.738,1.76,1.782,1.804,1.826,1.848,1.87,1.892,1.914,1.936,1.958,1.98,2.002,2.024,2.046,2.068,2.09,2.112,2.134,2.156,2.178,2.2,2.222,2.244,2.266,2.288,2.31,2.332,2.354,2.376,2.398,2.42,2.442,2.464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,0,0,0.303875,0.32725,0.350625,0.374,0.397375,0.42075,0.444125,0.4675,0.490875,0.51425,0.537625,0.561,0.584375,0.60775,0.631125,0.6545,0.677875,0.70125,0.724625,0.748,0.771375,0.79475,0.818125,0.8415,0.864875,0.88825,0.911625,0.935,0.958375,0.98175,1.005125,1.0285,1.051875,1.07525,1.098625,1.122,1.145375,1.16875,1.192125,1.2155,1.238875,1.26225,1.285625,1.309,1.332375,1.35575,1.379125,1.4025,1.425875,1.44925,1.472625,1.496,1.519375,1.54275,1.566125,1.5895,1.612875,1.63625,1.659625,1.683,1.706375,1.72975,1.753125,1.7765,1.799875,1.82325,1.846625,1.87,1.893375,1.91675,1.940125,1.9635,1.986875,2.01025,2.033625,2.057,2.080375,2.10375,2.127125,2.1505,2.173875,2.19725,2.220625,2.244,2.267375,2.29075,2.314125,2.3375,2.360875,2.38425,2.407625,2.431,2.454375,2.47775,2.501125,2.5245,2.547875,2.57125,2.594625,2.618,2.641375,2.66475,2.688125,2.7115,2.734875,2.75825,2.781625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,0,0,0.32175,0.3465,0.37125,0.396,0.42075,0.4455,0.47025,0.495,0.51975,0.5445,0.56925,0.594,0.61875,0.6435,0.66825,0.693,0.71775,0.7425,0.76725,0.792,0.81675,0.8415,0.86625,0.891,0.91575,0.9405,0.96525,0.99,1.01475,1.0395,1.06425,1.089,1.11375,1.1385,1.16325,1.188,1.21275,1.2375,1.26225,1.287,1.31175,1.3365,1.36125,1.386,1.41075,1.4355,1.46025,1.485,1.50975,1.5345,1.55925,1.584,1.60875,1.6335,1.65825,1.683,1.70775,1.7325,1.75725,1.782,1.80675,1.8315,1.85625,1.881,1.90575,1.9305,1.95525,1.98,2.00475,2.0295,2.05425,2.079,2.10375,2.1285,2.15325,2.178,2.20275,2.2275,2.25225,2.277,2.30175,2.3265,2.35125,2.376,2.40075,2.4255,2.45025,2.475,2.49975,2.5245,2.54925,2.574,2.59875,2.6235,2.64825,2.673,2.69775,2.7225,2.74725,2.772,2.79675,2.8215,2.84625,2.871,2.89575,2.9205,2.94525,2.97,2.99475,3.0195,3.04425,3.069,3.09375,3.1185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950,0,0.3135,0.339625,0.36575,0.391875,0.418,0.444125,0.47025,0.496375,0.5225,0.548625,0.57475,0.600875,0.627,0.653125,0.67925,0.705375,0.7315,0.757625,0.78375,0.809875,0.836,0.862125,0.88825,0.914375,0.9405,0.966625,0.99275,1.018875,1.045,1.071125,1.09725,1.123375,1.1495,1.175625,1.20175,1.227875,1.254,1.280125,1.30625,1.332375,1.3585,1.384625,1.41075,1.436875,1.463,1.489125,1.51525,1.541375,1.5675,1.593625,1.61975,1.645875,1.672,1.698125,1.72425,1.750375,1.7765,1.802625,1.82875,1.854875,1.881,1.907125,1.93325,1.959375,1.9855,2.011625,2.03775,2.063875,2.09,2.116125,2.14225,2.168375,2.1945,2.220625,2.24675,2.272875,2.299,2.325125,2.35125,2.377375,2.4035,2.429625,2.45575,2.481875,2.508,2.534125,2.56025,2.586375,2.6125,2.638625,2.66475,2.690875,2.717,2.743125,2.76925,2.795375,2.8215,2.847625,2.87375,2.899875,2.926,2.952125,2.97825,3.004375,3.0305,3.056625,3.08275,3.108875,3.135,3.161125,3.18725,3.213375,3.2395,3.265625,3.29175,3.317875,3.344,3.370125,3.39625,3.422375,3.4485,3.474625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,0,0.33,0.3575,0.385,0.4125,0.44,0.4675,0.495,0.5225,0.55,0.5775,0.605,0.6325,0.66,0.6875,0.715,0.7425,0.77,0.7975,0.825,0.8525,0.88,0.9075,0.935,0.9625,0.99,1.0175,1.045,1.0725,1.1,1.1275,1.155,1.1825,1.21,1.2375,1.265,1.2925,1.32,1.3475,1.375,1.4025,1.43,1.4575,1.485,1.5125,1.54,1.5675,1.595,1.6225,1.65,1.6775,1.705,1.7325,1.76,1.7875,1.815,1.8425,1.87,1.8975,1.925,1.9525,1.98,2.0075,2.035,2.0625,2.09,2.1175,2.145,2.1725,2.2,2.2275,2.255,2.2825,2.31,2.3375,2.365,2.3925,2.42,2.4475,2.475,2.5025,2.53,2.5575,2.585,2.6125,2.64,2.6675,2.695,2.7225,2.75,2.7775,2.805,2.8325,2.86,2.8875,2.915,2.9425,2.97,2.9975,3.025,3.0525,3.08,3.1075,3.135,3.1625,3.19,3.2175,3.245,3.2725,3.3,3.3275,3.355,3.3825,3.41,3.4375,3.465,3.4925,3.52,3.5475,3.575,3.6025,3.63,3.6575,3.685,3.7125,3.74,3.7675,3.795,3.8225,3.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,0,0.3465,0.375375,0.40425,0.433125,0.462,0.490875,0.51975,0.548625,0.5775,0.606375,0.63525,0.664125,0.693,0.721875,0.75075,0.779625,0.8085,0.837375,0.86625,0.895125,0.924,0.952875,0.98175,1.010625,1.0395,1.068375,1.09725,1.126125,1.155,1.183875,1.21275,1.241625,1.2705,1.299375,1.32825,1.357125,1.386,1.414875,1.44375,1.472625,1.5015,1.530375,1.55925,1.588125,1.617,1.645875,1.67475,1.703625,1.7325,1.761375,1.79025,1.819125,1.848,1.876875,1.90575,1.934625,1.9635,1.992375,2.02125,2.050125,2.079,2.107875,2.13675,2.165625,2.1945,2.223375,2.25225,2.281125,2.31,2.338875,2.36775,2.396625,2.4255,2.454375,2.48325,2.512125,2.541,2.569875,2.59875,2.627625,2.6565,2.685375,2.71425,2.743125,2.772,2.800875,2.82975,2.858625,2.8875,2.916375,2.94525,2.974125,3.003,3.031875,3.06075,3.089625,3.1185,3.147375,3.17625,3.205125,3.234,3.262875,3.29175,3.320625,3.3495,3.378375,3.40725,3.436125,3.465,3.493875,3.52275,3.551625,3.5805,3.609375,3.63825,3.667125,3.696,3.724875,3.75375,3.782625,3.8115,3.840375,3.86925,3.898125,3.927,3.955875,3.98475,4.013625,4.0425,4.071375,4.10025,4.129125,4.158,4.186875,4.21575,4.244625,0,0,0,0,0,0,0,0,0,0,0,0,0
1100,0.33275,0.363,0.39325,0.4235,0.45375,0.484,0.51425,0.5445,0.57475,0.605,0.63525,0.6655,0.69575,0.726,0.75625,0.7865,0.81675,0.847,0.87725,0.9075,0.93775,0.968,0.99825,1.0285,1.05875,1.089,1.11925,1.1495,1.17975,1.21,1.24025,1.2705,1.30075,1.331,1.36125,1.3915,1.42175,1.452,1.48225,1.5125,1.54275,1.573,1.60325,1.6335,1.66375,1.694,1.72425,1.7545,1.78475,1.815,1.84525,1.8755,1.90575,1.936,1.96625,1.9965,2.02675,2.057,2.08725,2.1175,2.14775,2.178,2.20825,2.2385,2.26875,2.299,2.32925,2.3595,2.38975,2.42,2.45025,2.4805,2.51075,2.541,2.57125,2.6015,2.63175,2.662,2.69225,2.7225,2.75275,2.783,2.81325,2.8435,2.87375,2.904,2.93425,2.9645,2.99475,3.025,3.05525,3.0855,3.11575,3.146,3.17625,3.2065,3.23675,3.267,3.29725,3.3275,3.35775,3.388,3.41825,3.4485,3.47875,3.509,3.53925,3.5695,3.59975,3.63,3.66025,3.6905,3.72075,3.751,3.78125,3.8115,3.84175,3.872,3.90225,3.9325,3.96275,3.993,4.02325,4.0535,4.08375,4.114,4.14425,4.1745,4.20475,4.235,4.26525,4.2955,4.32575,4.356,4.38625,4.4165,4.44675,4.477,4.50725,4.5375,4.56775,4.598,4.62825,4.6585,0,0,0,0,0,0
1150,0.347875,0.3795,0.411125,0.44275,0.474375,0.506,0.537625,0.56925,0.600875,0.6325,0.664125,0.69575,0.727375,0.759,0.790625,0.82225,0.853875,0.8855,0.917125,0.94875,0.980375,1.012,1.043625,1.07525,1.106875,1.1385,1.170125,1.20175,1.233375,1.265,1.296625,1.32825,1.359875,1.3915,1.423125,1.45475,1.486375,1.518,1.549625,1.58125,1.612875,1.6445,1.676125,1.70775,1.739375,1.771,1.802625,1.83425,1.865875,1.8975,1.929125,1.96075,1.992375,2.024,2.055625,2.08725,2.118875,2.1505,2.182125,2.21375,2.245375,2.277,2.308625,2.34025,2.371875,2.4035,2.435125,2.46675,2.498375,2.53,2.561625,2.59325,2.624875,2.6565,2.688125,2.71975,2.751375,2.783,2.814625,2.84625,2.877875,2.9095,2.941125,2.97275,3.004375,3.036,3.067625,3.09925,3.130875,3.1625,3.194125,3.22575,3.257375,3.289,3.320625,3.35225,3.383875,3.4155,3.447125,3.47875,3.510375,3.542,3.573625,3.60525,3.636875,3.6685,3.700125,3.73175,3.763375,3.795,3.826625,3.85825,3.889875,3.9215,3.953125,3.98475,4.016375,4.048,4.079625,4.11125,4.142875,4.1745,4.206125,4.23775,4.269375,4.301,4.332625,4.36425,4.395875,4.4275,4.459125,4.49075,4.522375,4.554,4.585625,4.61725,4.648875,4.6805,4.712125,4.74375,4.775375,4.807,4.838625,4.87025,4.901875,4.9335,4.965125,4.99675,5.028375,5.06
1200,0.363,0.396,0.429,0.462,0.495,0.528,0.561,0.594,0.627,0.66,0.693,0.726,0.759,0.792,0.825,0.858,0.891,0.924,0.957,0.99,1.023,1.056,1.089,1.122,1.155,1.188,1.221,1.254,1.287,1.32,1.353,1.386,1.419,1.452,1.485,1.518,1.551,1.584,1.617,1.65,1.683,1.716,1.749,1.782,1.815,1.848,1.881,1.914,1.947,1.98,2.013,2.046,2.079,2.112,2.145,2.178,2.211,2.244,2.277,2.31,2.343,2.376,2.409,2.442,2.475,2.508,2.541,2.574,2.607,2.64,2.673,2.706,2.739,2.772,2.805,2.838,2.871,2.904,2.937,2.97,3.003,3.036,3.069,3.102,3.135,3.168,3.201,3.234,3.267,3.3,3.333,3.366,3.399,3.432,3.465,3.498,3.531,3.564,3.597,3.63,3.663,3.696,3.729,3.762,3.795,3.828,3.861,3.894,3.927,3.96,3.993,4.026,4.059,4.092,4.125,4.158,4.191,4.224,4.257,4.29,4.323,4.356,4.389,4.422,4.455,4.488,4.521,4.554,4.587,4.62,4.653,4.686,4.719,4.752,4.785,4.818,4.851,4.884,4.917,4.95,4.983,5.016,5.049,5.082,5.115,5.148,5.181,5.214,5.247,5.28
1250,0.378125,0.4125,0.446875,0.48125,0.515625,0.55,0.584375,0.61875,0.653125,0.6875,0.721875,0.75625,0.790625,0.825,0.859375,0.89375,0.928125,0.9625,0.996875,1.03125,1.065625,1.1,1.134375,1.16875,1.203125,1.2375,1.271875,1.30625,1.340625,1.375,1.409375,1.44375,1.478125,1.5125,1.546875,1.58125,1.615625,1.65,1.684375,1.71875,1.753125,1.7875,1.821875,1.85625,1.890625,1.925,1.959375,1.99375,2.028125,2.0625,2.096875,2.13125,2.165625,2.2,2.234375,2.26875,2.303125,2.3375,2.371875,2.40625,2.440625,2.475,2.509375,2.54375,2.578125,2.6125,2.646875,2.68125,2.715625,2.75,2.784375,2.81875,2.853125,2.8875,2.921875,2.95625,2.990625,3.025,3.059375,3.09375,3.128125,3.1625,3.196875,3.23125,3.265625,3.3,3.334375,3.36875,3.403125,3.4375,3.471875,3.50625,3.540625,3.575,3.609375,3.64375,3.678125,3.7125,3.746875,3.78125,3.815625,3.85,3.884375,3.91875,3.953125,3.9875,4.021875,4.05625,4.090625,4.125,4.159375,4.19375,4.228125,4.2625,4.296875,4.33125,4.365625,4.4,4.434375,4.46875,4.503125,4.5375,4.571875,4.60625,4.640625,4.675,4.709375,4.74375,4.778125,4.8125,4.846875,4.88125,4.915625,4.95,4.984375,5.01875,5.053125,5.0875,5.121875,5.15625,5.190625,5.225,5.259375,5.29375,5.328125,5.3625,5.396875,5.43125,5.465625,5.5
1300,0.39325,0.429,0.46475,0.5005,0.53625,0.572,0.60775,0.6435,0.67925,0.715,0.75075,0.7865,0.82225,0.858,0.89375,0.9295,0.96525,1.001,1.03675,1.0725,1.10825,1.144,1.17975,1.2155,1.25125,1.287,1.32275,1.3585,1.39425,1.43,1.46575,1.5015,1.53725,1.573,1.60875,1.6445,1.68025,1.716,1.75175,1.7875,1.82325,1.859,1.89475,1.9305,1.96625,2.002,2.03775,2.0735,2.10925,2.145,2.18075,2.2165,2.25225,2.288,2.32375,2.3595,2.39525,2.431,2.46675,2.5025,2.53825,2.574,2.60975,2.6455,2.68125,2.717,2.75275,2.7885,2.82425,2.86,2.89575,2.9315,2.96725,3.003,3.03875,3.0745,3.11025,3.146,3.18175,3.2175,3.25325,3.289,3.32475,3.3605,3.39625,3.432,3.46775,3.5035,3.53925,3.575,3.61075,3.6465,3.68225,3.718,3.75375,3.7895,3.82525,3.861,3.89675,3.9325,3.96825,4.004,4.03975,4.0755,4.11125,4.147,4.18275,4.2185,4.25425,4.29,4.32575,4.3615,4.39725,4.433,4.46875,4.5045,4.54025,4.576,4.61175,4.6475,4.68325,4.719,4.75475,4.7905,4.82625,4.862,4.89775,4.9335,4.96925,5.005,5.04075,5.0765,5.11225,5.148,5.18375,5.2195,5.25525,5.291,5.32675,5.3625,5.39825,5.434,5.46975,5.5055,5.54125,5.577,5.61275,5.6485,5.68425,5.72
1350,0.408375,0.4455,0.482625,0.51975,0.556875,0.594,0.631125,0.66825,0.705375,0.7425,0.779625,0.81675,0.853875,0.891,0.928125,0.96525,1.002375,1.0395,1.076625,1.11375,1.150875,1.188,1.225125,1.26225,1.299375,1.3365,1.373625,1.41075,1.447875,1.485,1.522125,1.55925,1.596375,1.6335,1.670625,1.70775,1.744875,1.782,1.819125,1.85625,1.893375,1.9305,1.967625,2.00475,2.041875,2.079,2.116125,2.15325,2.190375,2.2275,2.264625,2.30175,2.338875,2.376,2.413125,2.45025,2.487375,2.5245,2.561625,2.59875,2.635875,2.673,2.710125,2.74725,2.784375,2.8215,2.858625,2.89575,2.932875,2.97,3.007125,3.04425,3.081375,3.1185,3.155625,3.19275,3.229875,3.267,3.304125,3.34125,3.378375,3.4155,3.452625,3.48975,3.526875,3.564,3.601125,3.63825,3.675375,3.7125,3.749625,3.78675,3.823875,3.861,3.898125,3.93525,3.972375,4.0095,4.046625,4.08375,4.120875,4.158,4.195125,4.23225,4.269375,4.3065,4.343625,4.38075,4.417875,4.455,4.492125,4.52925,4.566375,4.6035,4.640625,4.67775,4.714875,4.752,4.789125,4.82625,4.863375,4.9005,4.937625,4.97475,5.011875,5.049,5.086125,5.12325,5.160375,5.1975,5.234625,5.27175,5.308875,5.346,5.383125,5.42025,5.457375,5.4945,5.531625,5.56875,5.605875,5.643,5.680125,5.71725,5.754375,5.7915,5.828625,5.86575,5.902875,5.94
1400,0.4235,0.462,0.5005,0.539,0.5775,0.616,0.6545,0.693,0.7315,0.77,0.8085,0.847,0.8855,0.924,0.9625,1.001,1.0395,1.078,1.1165,1.155,1.1935,1.232,1.2705,1.309,1.3475,1.386,1.4245,1.463,1.5015,1.54,1.5785,1.617,1.6555,1.694,1.7325,1.771,1.8095,1.848,1.8865,1.925,1.9635,2.002,2.0405,2.079,2.1175,2.156,2.1945,2.233,2.2715,2.31,2.3485,2.387,2.4255,2.464,2.5025,2.541,2.5795,2.618,2.6565,2.695,2.7335,2.772,2.8105,2.849,2.8875,2.926,2.9645,3.003,3.0415,3.08,3.1185,3.157,3.1955,3.234,3.2725,3.311,3.3495,3.388,3.4265,3.465,3.5035,3.542,3.5805,3.619,3.6575,3.696,3.7345,3.773,3.8115,3.85,3.8885,3.927,3.9655,4.004,4.0425,4.081,4.1195,4.158,4.1965,4.235,4.2735,4.312,4.3505,4.389,4.4275,4.466,4.5045,4.543,4.5815,4.62,4.6585,4.697,4.7355,4.774,4.8125,4.851,4.8895,4.928,4.9665,5.005,5.0435,5.082,5.1205,5.159,5.1975,5.236,5.2745,5.313,5.3515,5.39,5.4285,5.467,5.5055,5.544,5.5825,5.621,5.6595,5.698,5.7365,5.775,5.8135,5.852,5.8905,5.929,5.9675,6.006,6.0445,6.083,6.1215,6.16
1450,0.438625,0.4785,0.518375,0.55825,0.598125,0.638,0.677875,0.71775,0.757625,0.7975,0.837375,0.87725,0.917125,0.957,0.996875,1.03675,1.076625,1.1165,1.156375,1.19625,1.236125,1.276,1.315875,1.35575,1.395625,1.4355,1.475375,1.51525,1.555125,1.595,1.634875,1.67475,1.714625,1.7545,1.794375,1.83425,1.874125,1.914,1.953875,1.99375,2.033625,2.0735,2.113375,2.15325,2.193125,2.233,2.272875,2.31275,2.352625,2.3925,2.432375,2.47225,2.512125,2.552,2.591875,2.63175,2.671625,2.7115,2.751375,2.79125,2.831125,2.871,2.910875,2.95075,2.990625,3.0305,3.070375,3.11025,3.150125,3.19,3.229875,3.26975,3.309625,3.3495,3.389375,3.42925,3.469125,3.509,3.548875,3.58875,3.628625,3.6685,3.708375,3.74825,3.788125,3.828,3.867875,3.90775,3.947625,3.9875,4.027375,4.06725,4.107125,4.147,4.186875,4.22675,4.266625,4.3065,4.346375,4.38625,4.426125,4.466,4.505875,4.54575,4.585625,4.6255,4.665375,4.70525,4.745125,4.785,4.824875,4.86475,4.904625,4.9445,4.984375,5.02425,5.064125,5.104,5.143875,5.18375,5.223625,5.2635,5.303375,5.34325,5.383125,5.423,5.462875,5.50275,5.542625,5.5825,5.622375,5.66225,5.702125,5.742,5.781875,5.82175,5.861625,5.9015,5.941375,5.98125,6.021125,6.061,6.100875,6.14075,6.180625,6.2205,6.260375,6.30025,6.340125,6.38
